22,254,77,Green
6,238,61,Green
22,255,150,Green
24,255,145,Green
16,254,102,Green
13,248,118,Green
228,225,213,White
230,227,215,White
232,227,216,White
231,226,212,White
217,215,201,White
227,227,215,White
233,235,224,White
232,234,224,White
239,238,229,White
176,245,80,Yellow
165,234,59,Yellow
168,234,60,Yellow
167,231,62,Yellow
160,228,52,Yellow
154,238,71,Yellow
175,253,79,Yellow
174,246,65,Yellow
189,250,63,Yellow
185,249,69,Yellow
175,236,61,Yellow
182,225,30,Yellow
177,233,30,Yellow
235,70,62,Red
233,68,63,Red
242,73,70,Red
242,87,83,Red
238,84,77,Red
227,80,74,Red
229,43,41,Red
235,47,45,Red
236,49,50,Red
236,80,73,Red
237,78,70,Red
229,74,67,Red
233,84,76,Red
232,81,72,Red
237,85,79,Red
233,75,70,Red
241,80,71,Red
234,79,71,Red
225,38,38,Red
234,42,39,Red
238,52,54,Red
255,134,82,Orange
255,138,89,Orange
255,120,73,Orange
255,128,79,Orange
255,127,76,Orange
255,123,71,Orange
255,123,73,Orange
255,125,79,Orange
255,127,80,Orange
255,128,78,Orange
255,138,93,Orange
255,134,93,Orange
255,136,94,Orange
255,133,93,Orange
255,134,94,Orange
255,134,91,Orange
255,133,88,Orange
255,133,90,Orange
255,133,91,Orange
222,43,46,Red
223,45,49,Red
222,43,47,Red
222,42,46,Red
221,41,47,Red
224,42,48,Red
232,44,53,Red
233,41,52,Red
230,40,47,Red
226,40,46,Red
224,37,42,Red
228,41,45,Red
233,45,49,Red
234,46,54,Red
235,43,53,Red
233,36,48,Red
240,41,52,Red
236,41,50,Red
227,39,44,Red
226,38,45,Red
255,130,91,Orange
255,139,97,Orange
255,138,95,Orange
255,137,94,Orange
255,138,95,Orange
255,141,97,Orange
255,145,99,Orange
255,143,96,Orange
255,142,95,Orange
255,142,97,Orange
255,131,90,Orange
255,134,92,Orange
255,134,93,Orange
255,97,35,Orange
255,101,36,Orange
255,103,38,Orange
255,121,65,Orange
255,124,71,Orange
255,121,43,Orange
255,131,68,Orange
255,124,65,Orange
255,108,46,Orange
255,127,66,Orange
255,125,63,Orange
255,117,63,Orange
255,113,55,Orange
255,124,49,Orange
255,126,66,Orange
255,120,66,Orange
255,120,59,Orange
255,106,50,Orange
227,204,187,White
227,206,177,White
213,193,172,White
230,206,186,White
228,209,189,White
209,189,161,White
212,190,170,White
225,204,180,White
231,211,190,White
234,217,197,White
229,204,73,Yellow
225,203,72,Yellow
231,204,40,Yellow
232,212,69,Yellow
235,202,78,Yellow
236,206,80,Yellow
235,203,81,Yellow
225,194,74,Yellow
233,203,85,Yellow
233,213,79,Yellow
226,207,58,Yellow
228,200,71,Yellow
233,208,67,Yellow
226,207,40,Yellow
231,206,77,Yellow
208,70,53,Red
204,71,53,Red
211,74,81,Red
228,58,45,Red
212,71,51,Red
220,76,59,Red
208,49,37,Red
212,32,29,Red
201,37,56,Red
224,71,82,Red
201,56,36,Red
202,57,40,Red
207,68,55,Red
198,44,30,Red
195,23,30,Red
217,63,76,Red
210,72,80,Red
208,67,48,Red
254,91,39,Orange
255,113,65,Orange
254,87,33,Orange
254,90,34,Orange
254,97,40,Orange
254,117,65,Orange
255,110,58,Orange
254,109,62,Orange
254,100,54,Orange
254,100,53,Orange
255,113,64,Orange
254,88,33,Orange
253,83,26,Orange
255,103,47,Orange
254,113,64,Orange
254,107,62,Orange
255,119,77,Orange
255,121,79,Orange
255,118,73,Orange
255,120,73,Orange
255,115,70,Orange
255,120,76,Orange
255,116,77,Orange
255,115,76,Orange
255,117,77,Orange
242,109,71,Orange
191,23,27,Red
193,30,32,Red
192,27,33,Red
193,21,24,Red
196,24,26,Red
189,25,27,Red
192,22,24,Red
200,21,21,Red
199,21,20,Red
214,208,190,White
215,211,194,White
218,214,196,White
215,211,191,White
218,212,194,White
221,214,195,White
215,212,193,White
212,208,189,White
220,217,198,White
220,216,197,White
214,208,194,White
223,218,199,White
216,210,192,White
219,211,194,White
213,205,186,White
216,234,16,Yellow
215,234,16,Yellow
212,231,15,Yellow
217,231,14,Yellow
207,228,13,Yellow
206,224,11,Yellow
213,230,14,Yellow
211,230,14,Yellow
210,230,14,Yellow
213,232,14,Yellow
209,230,14,Yellow
213,233,16,Yellow
212,231,15,Yellow
255,119,75,Orange
255,113,69,Orange
255,113,71,Orange
255,120,75,Orange
255,116,70,Orange
255,115,69,Orange
255,110,66,Orange
255,115,70,Orange
247,113,70,Orange
255,119,75,Orange
255,122,74,Orange
255,114,71,Orange
255,119,75,Orange
255,124,76,Orange
255,127,79,Orange
255,118,71,Orange
255,111,65,Orange
255,117,69,Orange
255,118,73,Orange
255,122,75,Orange
255,123,75,Orange
255,123,76,Orange
255,120,75,Orange
255,126,82,Orange
255,122,79,Orange
255,124,79,Orange
255,121,75,Orange
255,122,74,Orange
255,125,80,Orange
255,123,75,Orange
255,120,71,Orange
255,121,73,Orange
214,208,190,White
215,211,194,White
218,214,196,White
215,211,191,White
218,212,194,White
221,214,195,White
215,212,193,White
212,208,189,White
220,217,198,White
220,216,197,White
214,208,194,White
223,218,199,White
216,210,192,White
219,211,194,White
213,205,186,White
216,234,16,Yellow
215,234,16,Yellow
212,231,15,Yellow
217,231,14,Yellow
207,228,13,Yellow
206,224,11,Yellow
213,230,14,Yellow
211,230,14,Yellow
210,230,14,Yellow
213,232,14,Yellow
209,230,14,Yellow
213,233,16,Yellow
212,231,15,Yellow
255,119,75,Orange
255,113,69,Orange
255,113,71,Orange
255,120,75,Orange
255,116,70,Orange
255,115,69,Orange
255,110,66,Orange
255,115,70,Orange
247,113,70,Orange
255,119,75,Orange
255,122,74,Orange
255,114,71,Orange
255,119,75,Orange
255,124,76,Orange
255,127,79,Orange
255,118,71,Orange
255,111,65,Orange
255,117,69,Orange
255,118,73,Orange
255,122,75,Orange
255,123,75,Orange
255,123,76,Orange
255,120,75,Orange
255,126,82,Orange
255,122,79,Orange
255,124,79,Orange
255,121,75,Orange
255,122,74,Orange
255,125,80,Orange
255,123,75,Orange
255,120,71,Orange
255,121,73,Orange
255,124,94,Orange
255,124,95,Orange
255,126,96,Orange
183,62,54,Orange
196,65,57,Orange
194,65,57,Orange
255,127,118,Orange
255,126,117,Orange
255,127,119,Orange
255,126,118,Orange
255,146,133,Orange
255,143,129,Orange
255,143,130,Orange
254,142,127,Orange
255,141,126,Orange
247,146,133,Orange
255,152,138,Orange
255,151,138,Orange
255,151,138,Orange
255,120,105,Orange
255,119,104,Orange
255,120,104,Orange
255,120,105,Orange
254,137,130,Orange
255,125,119,Orange
